"date" "DOY" "WS" "WD" "FCO2" "RN" "RH" "H2O" "H" "LE" "ZL" "SH" "SLE" "P_RAIN" "TA" "ET" "PPFD" "USTAR" "RG" "TS" "H_QC" "LE_QC" "FCO2_QC" "LAT" "LON" "CHL" "SST" "POC" "PIC" "PAR" "month" "year"
"1" 2016-01-01 21.1977581168831 0.827758350813953 191.705905107143 -0.105996175635593 66.7009170987441 75.7473732414123 30.6846344155844 1.14810736271698 9.09590619457143 -1.19501367135919 -0.076022070336039 0.160640703933333 NA 29.10458685 0.0124691733358824 NA 0.044625073902439 325.711066076211 30.4447048423702 1.08441558441558 1.08702791461412 1.18019480519481 6.02 99.98 1.25615384615385 30.20875 199.492307692308 4.53830769230769e-05 48.4086666666667 "January" "2016"
"2" 2016-02-01 51.1977532142857 0.935418639177102 182.445513767442 -0.0446385737170626 61.2943197849657 68.7342091452236 28.5360735241503 1.04652498641851 10.8334584474708 -0.744809966658135 -0.0363301240501792 0.248867443574007 NA 29.4417139726297 0.0152856088468941 NA 0.0497682683912249 358.410669533923 29.9528317048301 1.09660107334526 1.06104129263914 1.1520572450805 6.02 99.98 1.27 29.9881818181818 229.95 0.0001494975 47.9351111111111 "February" "2016"
"3" 2016-03-01 81.1977383116883 0.751377779037801 221.337443659285 -0.0525065577106383 59.8026650605401 72.1933758774787 30.886997955707 1.30093303075 7.65172591240458 -1.03345712968255 -0.0743352987606838 0.207753316967071 NA 29.9310810112436 0.0106024792853899 NA 0.0462166799113475 397.488491463748 31.0371099606474 1.09028960817717 1.07056798623064 1.16865417376491 6.02 99.98 0.881666666666667 30.4935 195.733333333333 0.000160164166666667 56.341 "March" "2016"
"4" 2016-04-01 111.697760714286 0.668932882465986 235.974510408163 -0.0678844392467249 57.9668139588546 75.6744441102041 33.3436192176871 1.45201572343284 8.27348237109375 -1.04281495477586 -0.187500083105442 -0.157319922439024 NA 30.265105454932 0.0111404489969512 NA 0.0495072816753927 372.743942405926 32.0242402828232 1.06292517006803 1.0904347826087 1.19557823129252 6.02 99.98 0.595 31.9992857142857 137.05 7.85e-05 55.3943157894737 "April" "2016"
"5" 2016-05-01 142.197752435065 0.527136279983389 208.984924039409 -0.0434310060189616 77.9222957221276 78.4746331222295 33.1863799671593 1.56648229475524 7.20341572711198 -1.79783502406932 -0.189710048853821 -0.0743403219073084 NA 29.4407591480328 0.0097992817341637 NA 0.0423734425211506 278.647815070818 31.6543476549181 1.03448275862069 1.0977312390925 1.23152709359606 6.02 99.98 0.355 32.604 90.1 2.2e-05 44.0340869565217 "May" "2016"
"6" 2016-06-01 172.697756462585 0.504832322350937 204.443794219761 -0.0690331133295194 67.2221543204987 74.5526749503231 31.5115201022147 1.56204192757741 7.48845305894942 -1.70475367346583 -0.178046428868601 -0.331108238157895 NA 29.3145050586735 0.00962931082661997 NA 0.041416007750865 323.648576614537 30.9952017375851 1.04770017035775 1.09581881533101 1.2282793867121 6.02 99.98 0.44 32.12 111.6 6.84975e-05 43.2 "June" "2016"
"7" 2016-07-01 203.197757142857 0.568299640374593 227.123194979479 -0.046531534494382 54.7738335277722 77.356814699252 31.0479053745928 1.72619041946809 7.99729305114458 -1.55664541318718 -0.268980391444046 -0.213542201336347 NA 28.5515913554472 0.0109033886931295 NA 0.0454932756594324 321.62955801282 30.8484799569257 1.0586319218241 1.09139784946237 1.21335504885993 6.02 99.98 0.525 31.395 139.95 0.0001949975 46.1413636363636 "July" "2016"
"8" 2016-08-01 234.197755032468 0.571266124192496 221.866675954323 -0.0103906080905077 69.0982538865788 80.7763378909268 32.0027859706362 1.45525794339286 7.24748792910156 -1.87979527374787 -0.23342599305082 -0.475231651448041 NA 28.3739824840651 0.00933114460483108 NA 0.0401403414548495 277.824136820011 31.1015633357143 1.06688417618271 1.12248322147651 1.21696574225122 6.02 99.98 0.48 31.1466666666667 137 1.4e-05 46.3426666666667 "August" "2016"
"9" 2016-09-01 264.697757142857 0.779451297172061 234.415132015332 0.00113089784123711 83.1711261410883 77.9925965193197 31.2794752981261 1.43733577697297 9.25380927552987 -1.62112330156443 -0.0355762524334471 -0.221751253637961 NA 28.6682525617347 0.0122015745839442 NA 0.0446097624048443 295.585167629638 30.3251207982222 1.04770017035775 1.08347826086957 1.15358361774744 6.02 99.98 0.74 31.1933333333333 165.4 0.000540995 45.176 "September" "2016"
"10" 2016-10-01 290.697756912442 0.662364038304498 231.65395377624 -0.00681800019218241 66.3108425608154 83.0707169129032 31.4690358708189 1.26553263704156 7.33209960140647 -1.75723292405933 -0.0826546676789838 -0.0401958334273399 NA 27.7314432930876 0.00924590057901841 NA 0.0396039263434579 235.028511601427 29.8580773039514 1.04498269896194 1.12087912087912 1.2459584295612 6.02 99.98 0.78 30.174 171 0.001044 41.799 "October" "2016"
"11" 2016-11-01 321.197755714286 0.561200220011947 206.305349280765 -0.0305488186020408 50.0129205094267 82.4929428975545 30.9398632497013 1.31271749127686 6.73129460787172 -2.26399263967105 -0.138413786414269 0.00668424670454545 NA 27.6369502635168 0.00869828771031447 NA 0.0341797457971015 251.425024732056 29.9161417804512 1.0442054958184 1.13625 1.24820143884892 6.02 99.98 0.55 29.7 148.5 0.0002385 42.1235833333333 "November" "2016"
"12" 2016-12-01 351.697756912442 0.762480659573241 180.86409727105 -0.0652083197176558 71.381183657644 80.256364560265 29.9716049596309 1.47956903320341 8.61477561038961 -1.58792197383494 -0.0568108831062356 0.17880639503591 NA 27.862243290353 0.011419682515677 NA 0.0415540745717593 223.506679490508 28.5607838067925 1.05190311418685 1.08402366863905 1.18569780853518 6.02 99.98 0.625 29.7666666666667 144.6 0.000267995 37.1195384615385 "December" "2016"
"13" 2017-01-01 21.1977422077922 0.696786441216216 185.107255319257 0.00116263120224719 61.5548077892212 80.9017596945178 29.9073537162162 1.36362596436266 8.62992754330709 -1.59094493709222 -0.101866737108844 0.0037183938778761 NA 27.4170271064298 0.0112295724665493 NA 0.0390864503911565 261.085103486484 NA 1.05067567567568 1.1 1.20981387478849 6.02 99.98 0.772 30.26 171.48 9.64e-05 39.789 "January" "2017"
"14" 2017-02-01 50.6977526315789 0.970804888147448 171.391075160681 -0.023223124786534 63.1882770630856 82.4924388844991 32.4842667296786 0.956815032368973 11.6484465073684 -0.994036268791506 -0.0915002815019011 0.0402442880632411 NA 28.4223727151229 0.0156839371410749 NA 0.0501026937717602 322.936852148915 NA 1.08317580340265 1.07428571428571 1.15019011406844 6.02 99.98 1.77666666666667 29.9472727272727 260.4 0.0004052 49.2154285714286 "February" "2017"
"15" 2017-03-01 80.1977545454545 0.557676530736498 217.082736536334 -0.103772726059226 46.389846760199 94.2335790148203 36.6857720130933 1.51471230767824 7.47108675902913 -1.35188003123193 -0.177318847297697 -0.414271585858407 NA 28.1528662423203 0.00955175694983278 NA 0.0454428502671119 314.326057368176 NA 1.09165302782324 1.12312811980033 1.19532554257095 6.02 99.98 1.18857142857143 31.4091666666667 183.8 3.7665e-05 51.2379090909091 "March" "2017"
